artist,title,cleaned_lyrics,mood
KK,Sick Beat,kkb lets 走って登って撃って跳んで tomb raiderになりたいんだ かっこ良くて強くて 憧れなんだtomb raider windows 98 remember days 夢中になって遊んだevery day 誰にも負けない諦めない 自分に誓ったあのころnever fades time warp im 22 years 大人の世界に change 秘境で嘘つき駆け引きfor money hard stopping 忘れない逃げない絶対 あのころ自分 突き通せ あの心 あのハート １２３ 進んでto level whichever console play matter hours day win game youre boy girl super computer girly hobbies instead fills dread im sewing baking dressmaking eating bitching submitting 同じ色に染まらず 自分の道を歩むって 寂しいし 辛いし いろんなこと言われるけど 出る釘は打たれるって よく聞くよね この言葉 それならいっぱい打てばいい この人生 whichever console play matter hours day win game youre boy girl super computer girly hobbies instead fills dread im sewing baking dressmaking eating bitching submitting whichever console play matter hours day win game youre boy girl super computer girly hobbies instead fills dread im sewing baking dressmaki7embed,
KK,Lipslap,貯めろ thumb forefinger tap laughter fingertip lips gave shh talk im jackin friends time taboo believe rap tracks wanna talk stuff give hush sort place packing spent big cash dance floor everyones lipslap caps lipslap hear beat taking im lipread subtitles talk walk walkietalkie secret word uhh loop posted stay watch brick wall freshly painted catch facts ill repeat smart slang lipslap caps lipslap ill put string tin tied goldfish tank watch pass round whisper turns lands lipslap caps lipslap proud lipslap caps lipslap ill put string tin tied goldfish tank watch pass round whisper turns lands8embed,
KK,Break,kinda tough easy slow pace break fact especially 目の前を ぐるぐる世界が駆け抜ける でも私は daydream 夢見てる window 窓の外 watching world goodbye みんなどこかへ向かってる でもかみが dancing wind こういう時に思うんだ 生きていて本当によかった 幸せ気分になれるんだ これでいい気がするんだ smile face im taking break 何もしないこの時間 今っていうこの瞬間 ペースにブレーキかけて lets slow kinda tough easy slow pace break fact especially move slowly beat ayo aayoo put feet ayo aayoo lounge relax flop ayo aayoo matter youre squat ayo aayoo 空を見上げる満月 星ってこんなに綺麗なんだ こういう時に思うんだ 生きてるって不思議 life race time 立ち止まると見えてくる break hey youve reached gus jamie kkb recording leave message beep yo gus jamie sarah wanna today ill bye kinda tough easy slow pace break fact especially move slowly beat ayo aayoo put feet ayo aayoo lounge relax flop ayo aayoo matter youre squat ayo ayo2embed,
KK,Time Today,time today hopes dreams plans made im coming ill light til im bed night books tapes canvas bearing weight theyre arranged takes long im moving guess ill follow nose sun stays notice sitting ticking list ruing wrong dawn greets windowpanes long wake morning plans time today time today time today time7embed,
KK,Waking Up,whats wanna back sleep hear alarm clock ring wake cue enter ive finished counting forty winks remember stuff wanna snooze waking hardest part uhhuh essential whats sky kkb パワーアップして戻ってきたぜ 無敵のヒーロそれがボニト rise shine party time eat breakfast youll fine エンジンスタート ケロケロワールドへご招待 苦手な早起き でもわいてくるよやる気 始まる一日 波に乗りたい yoyoyoyoyoyo back place im great bet im half awake living day im bit late hear alarm clock ring wake cue enter ive finished counting forty winks remember stuff wanna snooze waking hardest part uhhuh essential liftoff infinity lets kero kero journey bus hold tight スピードマックス high 世界のみんなへ届ける international 楽しい sound 僕たち３人ビートにのせて wonder dream whoa hear alarm clock ring cue enter ive finished counting forty winks remember stuff wanna snooze waking hardest part essential hear alarm clock ring wake cue enter ive finished counting forty winks remember stuff wanna snooze waking hardest part uhhuh essential8embed,
KK,Make Believe,set watch 5 oclock trees rivers im drifting pinch wrist twinge real remain rest night sunlight beats skin morning feel life find time make believe seasons real life decide reality round sleeping sleeping dreaming dreaming works soul lets pretty bold place belong time time gripll slip lose control awake freeze head hurt real life find time make believe seasons real life decide reality round sleeping sleeping dreaming dreaming round sleeping sleeping dreaming dreaming 7embed,
KK,Graduation,todays graduation ive dissertation hat throw todays graduation long education learn days lives grown ups told tapping pencil waiting bell farewell hey teacher leave kids さいごのチャイムがなてるよ everyones happy 行きたくない world mine todays graduation ive dissertation hat throw im todays graduation long education learn 窓の外ばかり見てた まるとばつだけだった そんな世界にさようなら 一人卒業式 先生みんなさようなら 先生みんなさようなら 先生みんなさようなら 耳の中で卒業 todays graduation ive dissertation hat throw id pets friends family learn wanna degree apply phd nice job high salary chasing １００点満点 全部できたくないもうだめ 鳥かごの扉を開けて 空に向かって羽ばたいて todays graduation ive dissertation hat throw im todays graduation long education learn im im im im today10embed,
KK,Well Rested,existence humanity guided principle living living living living living living living living living 栄る 世界 マザーガイア 女神が見守る 大地が調和する 限りは栄る 世界 マザーガイア 女神が見守る 大地が調和する 限りは栄る 世界 マザーガイア 女神が見守る 大地が調和する 限り限り限り cease seek day give future living runs blood earth turn final time find hold sun false prophets proclaim end nigh humanity worth existence trap laid ensnare living lie weakwilled inhuman temples disarray surely gaia resurrection gaia requires care mother instead rested rested ascension rested ascension rested ascension rested ascension rested ascension taught hopeless death break resistance hallmark unholy temple fight unnatural antihumanity listen earths word humanity life carry forward family follow silence til day arise eternity time stored destiny path alters humanity life carry forward family follow silence til day arise eternity time stored destiny path alters carry forward family silence til day arise stored destiny humanity follow eternity destiny life til day arise path alters survived hundred apocalypses family doomsday stop civilisation6embed,
KK,Swimming,ooh ooh ooh ooh ooh ooh treading beach summer underneath feet id mama led hand til grit stuck damp foam fizzed adrift strode feel detritus lifting moved knew free ventured swimming sea current battles drifting holding head watch shore ooh ooh ooh ooh ooh ooh years passed hoping find path arrived start shadow cliff memories floating wind squared tide time feel detritus lifting teardrop tickled ran away lost wash tossed swimming sea feeling swimming sea current battles drifting holding head watch shore swimming swimming7embed,
KK,Picture This,hold camera high click exercise picture forget show youve youre wise youll find shots youve bring back time easy believe yesterday sweet pretty great photos sights food eat theyre 2d pics show ive check picture hold camera high click exercise picture forget show youve youre wise youll find shots youve bring back time easy believe yesterday sweet すぎていく毎日だけど楽しい時間えいえんにかえよ 忘れないこの瞬間写真の中でいきてるよ life photographic days automatic show pic happen みんなでならんで笑って peace 放課後のプリクラ しゃめとってじどりして おくってかえしてとうこうして picture check picture hold camera high click exercise picture forget show youve youre wise youll find shots youve bring back time easy believe yesterday sweet hold camera high click exercise picture forget show youve youre wise youll find shots youve bring back time easy believe yesterday sweet yesterday sweet yesterday sweet yesterday sweet yesterday sweet yesterday sweet yesterday sweet yesterday sweet yesterday sweet8embed,
KK,It’s Bugsnax!,kinda bug kinda snack catch em trap feed youll eat find em hiding sand tearing ketchup patch snaktooth island discover bugsnax heard ocean lies island creatures roam famed explorer tells theyre delicious theyre hitherto unknown sounds impossible til youve carrot crawl kinda bug kinda snack catch em trap feed youll eat find em hiding sand tearing ketchup patch snaktooth island discover bugsnax ohoohoh bugsnax ohoohoh talkin bout bugsnax ohoohoh bugsnax rumours complete baloney story century grab journal listen make friends solve mystery expedition thirteenstrong grumpuses set seeking life snaktooth island find tasty quest fill hole feel inside soul venture deep reach truth youll learn sounds impossible til youve sandwich climb wall kinda bug kinda snack catch em trap feed youll eat find em hiding sand tearing ketchup patch snaktooth island discover bugsnax ohoohoh bugsnax ohoohoh talkin bout bugsnax ohoohoh bugsnax ohoohoh everyones talkin bout bugsnax bugsnax6embed,
KK,Dear Future Self,dear future girl buried back gave curiosity life ive time spare sense trepidation stay inside snows bet miss cars fly travelled time fine away feel paths closer day youll find enclosed passport photograph headlines railcard funny physical humans ahhahhahhahh heard yearsll leave hurt love disappears works hate world hope cars fly travelled time fine away feel paths closer day strange7embed,
KK,Flyway,flock window sun longer theyre town earth world feathers freeze stiff snow bet theyll back tree crawling theyve watching gardens ripple water climbing higher sees sky spot green heard meant stay air chokes flyway ride rising currents trust pick courage hope join someday4embed,
KK,Try Me,hey lets 得意なことを 自己アピール ３６５日 speak different languages 中学生の頃は class ブラバン部で 楽器も吹けるよほら hard forget im superstar bet im quick learn work team witness impressive list activities business dancing throwing partywith 聞いてほしいの 私のこと guys predictable 短所は頑固なところ stick principles いつも前向きに行こうよ それがモット im gonna make top 夢を叶えたいの promise stop bet im quick learn work team witness impressive list activities step step 少しずつ 高く高く登る 踊り場に着いたら 休憩タイムで一休み im 階段登れば登るほど 景色がきれいになってゆく 終わりには何が待っている hard forget im superstar bet ive im quick learn work team witness impressive list activities bet ive im quick learn work team im seeking position fine society me6embed,
KK,Big City,アスファルトビル建物 広がるよネオンライト 町の光がたくさんの星に見える kind lonely life hands haircut joined band turned alright hit street feeling paint town pick spot wanna days tough gotta worth rush stick 早歩きで消えて行く heres passing city sleeps 今夜もみんなどこに 行くの 色とりどり 染めておけば 形が 見えてくる まだ私を知らない この町この big city 生まれ変わる blank canvas made concrete kind lonely life hands movie joined band turned alright hit street feeling paint town pick spot wanna days tough gotta worth rush stick hit street feeling paint town pick spot wanna days tough gotta worth rush heard say3embed,
KK,Cat Vs Dog (English Version),dog v cat youre canine trash mutt whacked baseball bat howd thatll stop barking startling morning whats problem dog cat tongue vice til blood hope owner running hes lonesome bark louder ill kill fun cat v dog kicking wanna murder moggies world ill bite head til youre dead brains care ill hanging bitches enjoying riches multisensory life mans friend dog feline homosapiens eternal hatredyou like1embed,
KK,Rest Stop,sunset edge atlas im driving distance light dark approach note glass serving inside quiet tables shining blue chrome white fan service sight pick booth sliding side start feeling tired ill ill back road world peace live dream forever youre start open heart feeling grow youre light light night sky love prayer make work hard give youve cos reach end land belong walk clouds hold neighbour close trumpets echo round wanna a9embed,
KK,Cinema,oldtimers visit theyre town credits rolling walk screen phantom audience sat waiting complain seat stop stories wide feel peace adverts mightve changed popcorn tastes end days saved picture starts hours pass distracted dark stop stories wide feel peace lights bright step dinner nice tonight8embed,
KK,Dump,show man pass youve points throw top hear crunching beneath junk parrot cage dial phones blue small electrics microwaves television pieces fill rusty skip careful brought chemicals theyve place especially busy crowd town town dropping things longer everybodys collage stacking wall sun scent pretty tall site operators care theyre forward lunch fill lorry drags tarmac 6 spaces empty busy crowd town town dropping things longer keep7embed,
KK,You Know How it Is,nothings youre fine everyday love friends anymore kinda feel changing forever figure reason nothings youre fine sky crashing laugh cry til tears run dry walk park silence kids away planes fly low days kinda feel ohohoh ohoh changing forever ohoh ohoh ohoh nothings youre fine too7embed,
KK,The Princess and the Clock,ooh high chamber painted pictures land made ooh shadowed clock face hands arrested time peered birds high made wish grow day pair wings sailed long afar find world wind heard island call ashore beach crowd waited hеre voice truе prayed princess youre heaven ooh high chamber painted pictures land made ooh remember memory lost dark ooh shadowed clock face hands arrested time showed passing days eternally child remain felt fear air escaped silence woke lying gilded bed half dozen maids keeping safe tall place land lead gods decree hail girl queen nights ran blurring years brushstrokes disappeared ooh high chamber painted pictures land made ooh remember memory lost dark ooh shadowed clock face hands arrested time showed passing days eternally child remain day clatter rang hills found smashedopen windowsill feather hung air oncestopped clock ticking on4embed,
KK,Pocket Crocodile,pocket crocodile hold hand warm moist bites 僕の可愛いワニはいっぱい米食べる 僕の可愛いワニとずっと一緒だよ crocodile life span long hes loves youyou like4embed,
KK,If I’d Known,back ponder possibilities sat front optional decision giving birth dedicated universe id long ago choice grow road heard single version events occur expect worry feel worlds id long ago space roam find reality proves pretty smoothly found meaning id long ago choice grow road id long ago space roam find tore sky copied water back sea world talking ceiling watch timelines door leave side helloembed,
KK,Outside,smell rain leaves dewy theyre breathing fresh air awakens winds barging greet morning landing cue hear drizzle drumming realise life remember vivid miles away wonder notice light throws colors vista piling high reach sight heavenyou like7embed,
KK,Kero Kero Bonito,action 行くぞ こんにちは buildup infinity サラリーマン fresh organic super kero kero boombox kero kero コケコッコ kero kero 動物みんなでパーティーが dancehall kero kero chaotic kero kero gun crime surprise kero kero computer kero kero bonito kero kero インタネットでのってるよ kero kero matcha kero kero soda kero kero spaghetti kero kero 全部残さず食べて hand clap kero kero motion kero kero explosion kero kero jack jack jack jack body primary kero kero kero kero techno kero kero international kero kero いつか世界和全部 ぼくらのものになる いつか世界和全部 ぼくらのものに energy kero kero funky kero kero mc kero kero give gotta believe kimono kero kero crazy kero kero fashion kero kero カッコイイ politics kero kero duo kero kero copyright kero kero happy birthday さようならkero kero ありがとう kero kero banana kero kero これが僕たちｋｋｂ4embed,
KK,Heard a Song,put radio heard song stop long head catch sort sounded big hit gonna play guess ill listening cruising car top round block fast bass stereo turn ohohohoh beat sweet stop middle street kid runs sounds fresh hand matter pick vibrations music plays time day im stuck rotation put radio heard song stop long head catch sort sounded big hit gonna play guess ill listening ohohohoh ohohohohohohoh kind ohohohoh ohohohohohohoh kind back dominion friends opinion heard song radio sounds cool sarah ohohohoh ohohohoh imagine melody hand matter pick vibrations music plays time day im stuck rotation put radio heard song stop long head catch sort sounded big hit gonna play guess ill listening ohohohoh ohohohohohohoh ohohohoh kind ohohohoh ohohohohohohoh ohohohoh kind kind kind like4embed,
KK,Sometimes,1 2 1 2 3 life turn raindrops falling youre soaking bone clouds life fair beat despair win lose lose played round corner suns dapper lady lucks date happy days coming life drag chin sad theyre makin plans round corner real truth life make sense boots bet blues sometimes3embed,
KK,Fish Bowl,small fish stuck fish bowl pine sea watching life swim circle feeding time youre king castle likes hide whoa find ocean ooh ooh oohooh oohoohooh ooh ooh oohooh oohoohooh ooh 小さい場所だけど 幸せそう tomorrow remember song ooh ooh oohooh oohoohooh ooh ooh oohooh oohoohooh ooh yeah4embed,
KK,Intro Bonito,perfect moment history hey headphones toss phone beat dancings youre guess youre home kero kero bonito place bonito mic keros bass hitting international 楽しい sound make world 誰でも楽しめる kero kero countryside concrete ghetto 音楽が嫌いでも kero kero 日本語で オッス おはよう こんにちは これから始まるみんなでパーティー 抹茶 紅茶 飲み物ごちゃごちゃ 世界の果てまで飛んでいけ ケロケロってカエルは鳴くけど 僕たち三人だけだけど この出会い 歴史に残るぜ 誰でも楽しめる kero kero mariana trench mount everest 音楽が嫌いでも kero kero 行こう lets 誰でも楽しめる kero kero world wide web thoughts head 音楽が嫌いでも kero kero もう１回 誰でも楽しめる kero kero milky outer space 音楽が嫌いでも kero kero turn bass speakers twentyfive minutes youre gonna jackin bonito3embed,
KK,Visiting Hours,food order usual remember yoghurt bought lets draw curtains back bring light press button youre sitting spoke youre great back home theyre wanna real missing time oohoohooh ive coming home order taxi day time bed brush teeth easy rest ill back tomorrow morning ill night nightyou like2embed,
KK,When the Fires Come,hills aglow light end day usher children shade warm summer silence suspended aloft air cricket sings ancient songs home deep forest dares young spark smoulders world weep truetruetruetrue suns returned send home earth takes time making work left remember fires pillar smoke reaches strangle land desert fast valleys seam rocks trees roars angry world weep suns returned send home earth takes time making work left remember likeall world weep suns returned send home earth takes time making work left remember fires fires fires come5embed,
KK,Battle Lines,nation identify feed grief cut cell repeat assign trouble unseen protected youll make dull chaos rule reduce spirit youll find theyll weak fight god power total fake disaster state enemy make plain world takes form battle lines war soldiers blood dreams beaten face gas streets screen mothers proud soldiers surrender relinquish weapons terrifying question surrender relinquish weapons terrifying question wanna gonna make complicated lay law place save wanna gonna make complicated lay law place save save save save save save save gonna make save save save save save save save gonna quish weapons save save save gonna quish weapons save save save gonna quish weapons terrifying unseen save save save gonna quish weapons terrifying unseen lines save save save gonna quish weapons terrifying unseen lines gonna quish weapons terrifying unseen line relinquish weapons terrifying unseen lines terrifying save us7embed,
KK,Hey Parents,matter shares inherit pair met call friends tree ends hey mum today missing lot im sticking bedtime im keeping warm hey dad worry worked room im coming making part plan happened im cool im find relax 私の前には ママとパパ そのまた前には grandma grandpa もっと前にtheir mum dad hey mum today missing lot im sticking bedtime im keeping warm hey dad worry worked room im coming find life happened realize times running ずっと子供でいたいのに hey mum today missing lot im sticking bedtime im keeping warm hey dad worry worked room im coming im coming im coming soon8embed,
KK,21/04/20,bed time catch sun bugs business flowers bloom note perfume underneath pale spectre moon stand waiting sunbeams nights pasta tub fridge lunch breakfast sit eat hear song riding breeze happy birthday eloise mum dad cheer theyre gonna throw party year walk bit head road private ambulance zooms distance silence shops closed rainbows painted glass covering notes hope dodge jogger back home play game rewatch repeats set call friend means end til meet hey im usual kinda weird animate cosmos stuck minds eventually birdsong heralds dawn stifle yawns make bed floss tuck tightly day1embed,
KK,Babies (Are So Strange),talk suck babies strange guess love put stuff 分かってるんだよ自分が 女に産まれたって事が 本当は血なんか怖くないもん 毎月毎月見てるもん だから何私は魔女ってこと 生理があるから絶対やだ 妊娠義務絶対やだ まだやりたい事いっぱいあるもん talk suck babies strange guess love put stuff 妊娠って簡単に言うけど 私にとっては怖すぎる film alien お腹の中から飛び出るよ まだ出来ないんだ 夢 give 続けて行きたい 夢を そなにほしけりゃ自分で産めば bite toes simultaneously touch nose bet pretty stupid talk suck babies strange guess love put stuff childproducing machine nature designed childproducing machine guess see1embed,
Kumar Sanu,Do Dil Mil Rahe Hai,gapachapagapachapa chapachapa gapachapagapachapa chapachapa gapachapagapachapa chapachapa gapachapagapachapa chapachapa da dala mala ha da dala mala ha magara chapakachapaka da dala mala ha magara chapakachapaka sabaka ha ha ha sabaka ha ha kabara chapakachapaka ha da dala mala ha magara chapakachapaka sasa ma baढ़ baqarara akha ma kai rata jaga kabha laga jae dala ta phara dala laga apana dala ma zara thama la jada ma isa nama da jada ha jada ha asara chapakachapaka da dala mala ha magara chapakachapaka bhala banakara ha batha jasa kai naha saba kacha nazara ha dana ha rata naha kaya ha kacha bha naha ha agara hatha pa ha khamasha magara kumar sanu liveget tickets low 82you ha ha nazara chapakachapaka da dala mala ha magara chapakachapaka aga lagana pahala uthata ha dhaa jasa ha idhara nazara vasa ha udhara sama dala ma kasa kasaka jaga dana janaba barabara laga dakha ta idhara dakha ta idhara udhara chapakachapaka da dala mala ha magara chapakachapaka sabaka ha ha ha sabaka ha ha kabara chapakachapaka ha da dala mala ha magara chapakachapaka gapachapagapachapa chapachapa gapachapagapachapa chapachapa magara chapakachapaka magara chapakachapaka chapakachapaka chapakachapaka,
Kumar Sanu,Ae Kash Ke Hum,ai kasha hama hasha ma aba ana pae ai kasha hama hasha ma aba ana pae basa nagama tara payara gata ha jae ai kasha hama hasha ma aba ana pae ai kasha hama hasha ma aba ana pae khalata mahakata jalapha shama hasata khanakata hatha jama khalata mahakata jalapha shama hasata khanakata hatha jama jhama saja uthae basa nagama tara payara gata ha jae ai kasha hama hasha ma aba ana pae basa nagama tara payara gata ha jae ai kasha hama hasha ma aba ana pae ha basa agara tama sanama hama ta satara pa da kadama ha basa agara tama sanama hama ta satara pa da kadama bhala jae basa nagama tara payara gata ha jae ai kasha hama hasha ma aba ana pae ai kasha hama hasha ma aba ana pae basa nagama tara payara gata ha jae ai kasha hama hasha ma aba ana pae ai kasha hama hasha ma aba ana paesee kumar sanu liveget tickets low 82you likeembed,
Kumar Sanu,Tera mera pyar,pahala pahala payara taramara ਸਹਣ pahala malaqata ha pahala malaqata ha ha akha va ha jaga ta bha rata ha jaga ta bha rata ha pahala hae pahala taramara payara dala pa chala jaba zara kai dala pa chala jaba zara kai ta mara pasa gai hae ma tara pasa payasa ha tara sasa payasa ha mara sasa usapa barasata ha usapa barasata ha pahala hae pahala taramara payara kaba hamatama tanaha akala kaba hamatama tanaha akala aja tajha chana mala aja majha chana mala baha ma mara tama baha ma tara hama aura java rata ha aura java rata ha pahala hae pahala taramara payara raka gai ha taramara raka gai ha taramara hama satha gae hae majala pasa gae kumar sanu liveget tickets low 82you likeae dana jaega pa dana ta aba kasa yada ha ta aba kasa yada ha pahala hae pahala taramara payara pahala pahala payara taramara ਸਹਣ pahala malaqata ha pahala malaqata ha ha akha va ha jaga ta bha rata ha jaga ta bha rata ha pahala hae pahala taramara payara hae pahala taramara payara hae pahala taramara payaraembed,
Kumar Sanu,Dard Karaara,khuda zyada tumpe aitbaar gunaah jaan prem bhasha likhta hoon roz zara prem bhasha likhta hoon roz zara kore kore kaagaj jinpe bekas likhta hoon khulasa tumse mile dil utha dard karaara jeene laga ishq maara tumse mile dil utha dard karaara jeene laga ishq maara prem bhasha likhti hoon roz zara prem bhasha likhti hoon roz zara kore kore kaagaj jinpe bekas likhta hoon khulasa tumse mile dil utha dard karara jeene laga ishq maara tumse mile dil utha dard karara jeene laga ishq maara kumar sanu liveget tickets low 82you likeabhi dhoop barsaaton dhaara jeb khaali pyaar sikko aao lein guzaara aaine poocha roop sanwaara naghmon lab chand chamkeela sitaara sambhal lein bachkar lein dil dheeth awaara tumse mile dil utha dard karara jeene laga ishq maara tumse mile dil utha dard karara jeene laga ishq maaraembed,
Kumar Sanu,Anandaloke Mangalaloke,আননদলক মঙগললক বরজ সতযসনদর আননদলক মঙগললক বরজ সতযসনদর মহম তব উদভসত মহগগনমঝ মহম তব উদভসত মহগগনমঝ বশবজগত মণভষণ বষটত চরণ আননদলক মঙগললক বরজ সতযসনদর গরহতরক চনদরতপন বযকল দরত বগ গরহতরক চনদরতপন বযকল দরত বগ করছ পন করছ সনন অকষয় করণ আননদলক মঙগললক বরজ সতযসনদর তম রব নরব হদয মম তম রব নরব হদয মম তম রব নরব ধরণপর ঝর নরঝর মহন মধ শভ ধরণপর ঝর নরঝর মহন মধ শভ ফলপললব গতগনধ সনদর বরন আননদলক মঙগললক বরজ সতযসনদর আননদলক মঙগললক বরজ সতযসনদর সতযসনদর সতযসনদরsee kumar sanu liveget tickets low 82you likeembed,
Kumar Sanu,Dil Ki Tanhai Ko,tara ma chamaka phala ma ragata rahaga ara kacha bha rahaga agara mahababata rahaga ha dala tanahai dala tanahai avaza lata ha darada jaba hada gazarata ha ta ga lata ha darada jaba hada gazarata ha ta ga lata ha dala tanahai avaza lata ha darada jaba hada gazarata ha ta ga lata ha darada jaba hada gazarata ha ta ga lata ha ha ga lata ha ha ga lata ha apa shahara ma hama laka vafa ae ha maphalasa ma bha amara ada lae ha maphalasa ma bha amara ada lae ha ha bha bhata ha bha bhata ha usa apana lata ha kumar sanu liveget tickets low 82you darada jaba hada gazarata ha ta ga lata ha darada jaba hada gazarata ha ta ga lata ha ha ga lata ha ha ga lata ha hae hama dakha ha badanama ha jae mamakana ha isa kala mahababata nama ha jae hasana ma mashahara ha adata apana hara kasa malata ha tabayata apana hara kasa malata ha tabayata apana ha payara malata ha payara malata ha jhaka lata ha darada jaba hada gazarata ha ta ga lata ha darada jaba hada gazarata ha ta ga lata ha ha ga lata ha ha ga lata ha dala tanahai avaza lata ha darada jaba hada gazarata ha ta ga lata ha,
Kumar Sanu,Tu Meri Zindagi Hai Song Lyrics,lyricstu zindagi khushi zindagi khushi pyaar chaahat aashiqui zindagi khushi mohabbat ehsaas mohabbat ehsaas bujhke bujh paayi voh pyaas khwaish aakhari zindagi khushi zakhm dil dil duaa zakhm dil dil duaa khushiya gham mujhko khuda tujhko bhula paaya bebasi zindagi khushi lyrics source kumar sanu liveget tickets low 82you likeembed,
Kumar Sanu,Aankh Mare,akha mara la.daka akha mara akha mara la.daka akha mara sata bajaya satae sata bajaya bacha sa.daka pa haya nama mara pakara karaka ishara la.daka akha mara akha mara la.daka akha mara akha mara la.daka akha mara dala dha.dakaya pataya dala dha.dakaya bacha sa.daka ma nakhara dakhae karaka ishara la.daka akha mara akha mara la.daka akha mara akha mara la.daka akha mara ara aga aga bhaga ma pacha pacha kacha dakha kacha sacha akha macha hama maja jae ga.da nacha papapagala sasasasagai dadadadadadadavana ta ta ma kasaka davana sana la jara jamana kumar sanu liveget tickets low 82you likedala dha.dakaya pataya dala dha.dakaya bacha sa.daka ma nakhara dakhae karaka ishara la.daka akha mara akha mara la.daka akha mara akha mara la.daka akha mara ma imported ashaqa ha love kaya jana london amaraka taka mara katana davana india darling ta dddear nenenear fefefefefefefear haga ta hey ta agaraza baba kaya ha majhapa chalaga tara jada sata bajaya satae sata bajaya bacha sa.daka pa haya nama mara pakara karaka ishara la.daka akha mara akha mara la.daka akha mara akha mara la.daka akha mara dala dha.dakaya pataya dala dha.dakaya bacha sa.daka ma nakhara dakhae karaka ishara la.daka akha mara akha mara la.daka akha mara akha mara la.daka akha mara,
Kumar Sanu,Ek Ladki Ko Dekha,ha eka la.daka dakha ta laga eka la.daka dakha ta laga jasa khalata galaba jasa shayara kaba jasa ujala karana jasa ma harana jasa chadana rata jasa narama jasa madara ma ha eka jalata daya eka la.daka dakha ta laga ha eka la.daka dakha ta laga eka la.daka dakha ta laga jasa sabaha rapa jasa sarada dhapa jasa tana jasa raga jana jasa balakhae bala jasa lahara khala jasa khashaba lae ai thada hava eka la.daka dakha ta laga ha eka la.daka dakha ta laga eka la.daka dakha ta laga jasa nachata mara jasa rashama dara jasa paraya raga jasa sadala aga jasa 16 sagara jasa rasa phahara jasa ahasataahasata baढ़ta nasha eka la.daka dakha ta laga kumar sanu liveget tickets low 82you eka la.daka dakha ta laga,
Kumar Sanu,Jaam Woh Hai Jo Bhar Ke,jama va ha bhara chalakata ha chalakata ha jama va ha bhara chalakata ha chalakata ha payara va ha akha jhalakata ha jhalakata ha jama va ha bhara chalakata ha chalakata ha payara va ha akha jhalakata ha jhalakata ha jama va ha bhara chalakata ha chalakata ha lahara kabha chapa paega samadara lahara kabha chapa paega samadara rashana kabha chapaga shama adara rashana kabha chapaga shama adara chahara kamasha aina ma utara jaega raga kashaba havao ma bakhara jaega ha bakhara jaega phala va ha khala mahakata ha mahakata ha phala va ha khala mahakata ha mahakata ha payara va ha akha jhalakata ha jhalakata ha jama va ha bhara chalakata ha chalakata ha kumar sanu liveget tickets low 82you payara chahata rashana dakhana payara chahata rashana dakhana ha dala ma ta nafarata matana ha dala ma ta nafarata matana danaya hama ta dasata nabhaega payara gata umara ganaganaega ha ganaganaega saza va ha nagama pa khanakata ha khanakata ha saza va ha nagama pa khanakata ha khanakata ha payara va ha akha jhalakata ha jhalakata ha jama va ha bhara chalakata ha chalakata ha payara va ha akha jhalakata ha jhalakata ha jama va ha bhara chalakata ha chalakata ha,
Kumar Sanu,Kuch Na Kaho,female version lata mangeshkar kaho kaho kaho kaho kehna sunna mujhko tumko samay pal tham pal hoon kaho kaho khoyi pehchaanein khoye samay chhalani gir gir khoye sapne khoyi pehchaanein khoye samay chhalani gir gir khoye sapne pal hoon kaho kaho kumar sanu liveget tickets low 82you likehumne sundar komal sapne phool sitare parvat baadal sundar komal sapne phool sitare parvat baadal pal hoon kaho kaho kehna sunna mujhko tumko samay pal tham pal hoon male version kumar sanu kaho kaho kaho kaho kehna sunna mujhko tumko samay pal tham pal hoon kaho kaho gehare halke shaam rang chhalke parvat yun utare baadal aanchal dhalke gehare halke shaam rang chhalke parvat yun utare baadal aanchal dhalke pal hoon kaho kaho sulagi sulagi saansein behki behki dhadkan mehke mehke shaam saaye pighle pighle tan man sulagi sulagi saansein behki behki dhadkan mehke mehke shaam saaye pighle pighle tan man pal hoon kaho kaho kehna sunna mujhko tumko samay pal tham pal hoon hoembed,
Kumar Sanu,Tu,hey hey imtihaano jawaab saari daastanon hisaab imtihaano jawaab saari daastanon hisaab hey hey saari hadon tod yaad neend katre kaat kaat jaagun sari raat imtihaano jawaab saari daastanon hisaab hey hey aa ha haa hmmm subah sabaa marz dawaa qaatil gawah kadam safar safar rehguzar raaste meetha kuaan jaane tamanna tishnagi tishnagi kumar sanu liveget tickets low 82you liketu imtihaano jawaab saari daastanon hisaab hey hey saari hadon tod yaad neend katre kaat kaat jaagun sari raat imtihaano jawaab saari daastanon hisaab tuembed,
Kumar Sanu,Tu jhe dekha to,male jaana sanam pyaar deewana sanam jaana sanam jaana sanam pyaar deewana sanam 2 jaaye baahon mar jaaye female jaana sanam pyaar deewana sanam jaaye baahon mar jaaye male jaana sanam female la la la la la la la la la la la la la la la la la la aankhen sapne dil jaan male female la la la male female la la la male jaan saansein female aankhon aansu aa muskuraane lage gham male jaana sanam pyaar deewana sanam female jaaye baahon mar jaaye male jaana sanam female dil kahoon karoon male saamne female la la la male baithi female la la la male karoon female aawaaz aa pyaar badi kasam male jaana sanam pyaar deewana sanam female jaana sanam pyaar deewana sanam male jaaye baahon mar jaaye female baahon mar jaaye humsee kumar sanu liveget tickets low 82you likeembed,
