artist,title,cleaned_lyrics
Kishore Kumar,Khwab Ho Tum Ya Koi Haqeeqat,"ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ देर कितनी दूर खड़ी हो, और क़रीब आ जाओ सुबह जिस तरह शाम का गुमाँ सुबह जिस तरह शाम का गुमाँ ज़ुल्फ़ों में इक चेहरा कुछ ज़ाहिर, कुछ निहार ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ धड़कनों सुनी एक सदा पाँव की धड़कनों सुनी एक सदा पाँव की और दिल लहराई आँचल की छाँव और दिल लहराई आँचल की छाँव ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ मिल ही जाती तुम मुझको हर मोड़ मिल ही जाती तुम मुझको हर मोड़ चल देती कितने अफ़साने छोड़ चल देती कितने अफ़साने छोड़ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ फिर पुकारो मुझे, फिर मेरा नाम फिर पुकारो मुझे, फिर मेरा नाम गिरता हूँ, फिर अपनी बाँहों में थाम गिरता हूँ, फिर अपनी बाँहों में थाम ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ ख़्वाब तुम या कोई हक़ीक़त, कौन तुम, बतलाओ ओ, देर कितनी दूर खड़ी हो, और क़रीब आ जाओ"
Kishore Kumar,"Mere Mehboob Qayamat Hogi, Pt. 1",मेह्बूब् क़यमत् रुस्व गलियोन् मोहब्बत् नज़्रेइन् गिल दिल् सनम् तुझ्से शिकयत् मेह्बूब् गलि सनम् नग्म वफ़ गात सनम् तुझ्से सुन जात सनम् फिर् इधर् केह्ने मएइन् दीवन खतम् वेह्शत् रुस्व गलियोन् मोहब्बत् मेह्बूब् आहेइन् भरे किसिसे प्यार् तुझ्से परे तूने सनम् धये सितम् तुम भूल जाना तुझ्से इनयत् रुस्व गलियोन् मोहब्बत् मेह्बूब् क़यमत् रुस्व गलियोन् मोहब्बत् नज़्रेइन् गिल दिल् सनम् तुझ्से शिकयत् मेह्बूब्
Kishore Kumar,Shing Nei Tobu Naam Tar Singha,"उसके कोई सींग नहीं हैं, फिर भी उसका नाम शेर है। अंडा नहीं, बल्कि घोड़े का अंडा उसके कोई सींग नहीं हैं, फिर भी उसका नाम शेर है। उसके कोई सींग नहीं हैं, फिर भी उसका नाम शेर है। अंडा नहीं, बल्कि घोड़े का अंडा ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक मेरी नाक पर नासी की एक टिप दो, भाई। खाओ और फिर एक मग लस्सी पियो। ऐसा महसूस गुदगुदी रही हो। जम्हाई, जम्हाई, जम्हाई, टिक-टॉक, टिक-टॉक उसके कोई सींग नहीं हैं, फिर भी उसका नाम शेर है। अंडा नहीं, बल्कि घोड़े का अंडा ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक पैरों पर नागरा आगरा पैदल मत जाओ. रास्ते में आपको जामताला, अमताला, निमताला मिलेंगे। नहीं, नहीं, मजाक है। जब तक आपका पेट भर जाए तब तक खाते रहें। ग्लास केला, कनमाला, जितना खाना खाओ। ग्लास केला, कनमाला, जितना खाना खाओ। दस्तक-दस्तक-दस्तक-दस्तक दस्तक मक्का बगदाद कितनी दूर है? ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक उसके कोई सींग नहीं हैं, फिर भी उसका नाम शेर है। अंडा नहीं, बल्कि घोड़े का अंडा ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक चुटीला बिशु नंदी दिन-रात साजिशें रचते बड़ी और निर्भीकता बात करना तगराई एक छोटा, लंबा आदमी है। ज़र्दा साथ खाओ-पीओ बस फूलों खेलना, खुदाई करना, और रस्सियों खेलना। बस फूलों खेलना, खुदाई करना, और रस्सियों खेलना। इस घर की गृहिणी भौंहें सिकोड़ना चाहती है। और सदन एक व्यंग्यपूर्ण मुस्कान साथ हंसता ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक उसके सींग नहीं हैं, लेकिन उसका नाम शेर है। अंडा नहीं, बल्कि घोड़े का अंडा ऐसा महसूस कोई खिंचाव हो, छींक आ रही हो। हम्बा-हम्बा, टिक-टिक टिक-टिक हम्बा-हम्बा, टिक-टिक टिक-टिक हम्बा-हम्बा, टिक-टिक टिक-टिक"
Kishore Kumar,Bhole O Bhole,भोले.. भोले.. रूठा दिल टूटा यार मना प्यार फिर जगा यार मना प्यार फिर जगा भोले.. भोले.. बिछड़ा कसम फिर मैं जी सकूंगा भोले मैं ज़हर पी सकूंगा ज़िस्म हूं मैं जान मेरी उसको नहीं पहचान मेरी ज़िस्म हूं मैं जान मेरी उसको नहीं पहचान मेरी प्यार मेरा जाने यार मना प्यार फिर जगा भोले.. भोले.. होगा फिर तेरा गौरी रूठ जाये शन्कर माथे का चंदा टूट जाये डम डम डम डमरू बाजे बम बम बम फिर नाचे डम डम डम डमरू बाजे बम बम बम फिर नाचे यार अगर यार मना प्यार फिर जगा यार मना प्यार फिर जगा भोले.. भोले..
Kishore Kumar,Pal Bhar Ke Liye,"पल् भर् हमे प्यार् झुथा पल् भर् हमे प्यार् झुथा दिन् इक़रार् दिन् इक़रार् झुथा पल् भर् हमे प्यार् झुथा आह हा हा हा! हमने तुझको छुप् छुपके देखा हमने तुझको छुप् छुपके देखा दिल् खिचि काजल् रेखा सबसे अच्छे अच्छे, सबसे अच्छे अच्छे पास पास पास सबसे अच्छे अच्छे, सबसे अच्छे अच्छे राम् रावन् देखा? राम् रावन् देखा? खदे खिदकि ए ए ए ए ए ए खदे खिदकि जोगि स्विकार् झुथा पल् भर् हमे प्यार् झुथा ललललल प्यार् झुथा हीरे जदे नैन् बदे ज़मीन ही नहीं बल्कि ज़मीन पर भी हीरे जदे नैन् बदे ज़मीन ही नहीं बल्कि ज़मीन पर भी सुन् सुन्कर् ""चाहना"" चाहना"" जान् निकल् जये अए जर कह् जान् कह् जान् कह् जर कह् राइन् पदे चैन् पदे चैन् पदे राइन् पदे हसीनो हसीन् हसीनो हसीन् सूरत् बुरि सूरत् बुरि हुमर दीदर् ? झुथा पल् भर् हमे प्यार् झुथा लालालाललालाला पल् भर् प्यार् निसर् जीवन् पल् भर् प्यार् निसर् जीवन् चोद् दामन् होथो हसीन् तुज्को होथो हसीन् तुज्को आन्सु आन्कोन् लेन्गे आन्सु आन्कोन् लेन्गे हुमरि वफ़ ऐत्बार् कर्ले हुमरि वफ़ ऐत्बार् कर्ले झुथा पल् भर् हमे प्यार् पल् भर् हमे प्यार् झू"
Kishore Kumar,Pyar Hamen Kis Mod Pe,"दीवन समझ्, ज़र समझन प्यर् आन्ख् लद् जाये धद्कन् बेचैनि जाये गिन्त रातोन् तारे सम्झो प्यार् प्यारे प्यार् तुम्हेइन् मोद् दिल् अरे, अरे, बताये, प्यार् मोद् दिल् नमस्ते, हाए, बताये, बत्तियन् बुझा आदमी समझना बुरा बत्तियन् बुझा नीन्द् बत्तियन् बुझने नीन्द् आएगि बत्तियन् बुझने जाने आएगि शोर् मचओ वरन भभि जाग् जाएगि प्यार् तुम्हेइन् मोद् दिल् अरे, अरे, बताये, प्यार् ह्यूमेन मोद् दिल् नहीं नमस्ते, हाए, बताये, प्यार् तुम्हेइन् मोद् दिल् अरे, अरे, बताये, प्यार् मोद् दिल् नमस्ते, हाए, बताये, आखिर् मज्बूरि हैं, दिल् फिर् क्योन् दूरि हैं, दम् छीन् आयेन्गे हैं, वालोन् मन्ज़ूरि दम् छीन् आयेन्गे वालोन् मन्ज़ूरि प्यार् मोद् दिल् नमस्ते, हाए, बताये, प्यार् मोद् दिल् नमस्ते, हाए, बताये,"
Kishore Kumar,Saagar Jaisi Aankhonwali,"चेहरा या चाँद खिला ज़ुल्फ़ घनेरी शाम क्या? सागर जैसी आँखों वाली बता तेरा नाम क्या? चेहरा या चाँद खिला ज़ुल्फ़ घनेरी शाम क्या? सागर जैसी आँखों वाली बता तेरा नाम क्या? अरे, जाने तेरी ख़ातिर कितना बेताब दिल जाने कैसे-कैसे ख्वाब दिल दिल कहता है, यहाँ जाता लमहा थम जाए वक़्त का दरिया बहते-बहते इस मंज़र में जम जाए तूने दीवाना दिल बनाया इस दिल पर इल्ज़ाम क्या? सागर जैसी आँखों वाली बता तेरा नाम क्या? हो, आज मैं तुझसे दूरी सही और मुझ अनजान सही तेरा साथ नहीं पाऊँ ख़ैर तेरा अरमान सही हो, अरमाँ शोर नहीं ख़ामोशी मेले इस दुनिया में कोई नहीं हम दोनों ही अकेले सपने हूँ और मेरा अब काम क्या? सागर जैसी आँखों वाली बता तेरा नाम क्या? चेहरा या चाँद खिला ज़ुल्फ़ घनेरी शाम क्या? सागर जैसी आँखों वाली बता तेरा नाम क्या?"
Kishore Kumar,Roop Tera Mastana,"रूप तेरा मस्ताना, प्यार मेरा दीवाना रूप तेरा मस्ताना, प्यार मेरा दीवाना भूल कोई हमसे जाए रूप तेरा मस्ताना, प्यार मेरा दीवाना भूल कोई हमसे जाए रात नशीली, मस्त समाँ आज नशे में सारा जहाँ रात नशीली, मस्त समाँ आज नशे में सारा जहाँ हाय, शराबी मौसम बहकाए रूप तेरा मस्ताना, प्यार मेरा दीवाना भूल कोई हमसे जाए आँखों आँखें मिलती हैं बेचैन तूफ़ाँ में आँखों आँखें मिलती हैं बेचैन तूफ़ाँ में मौज कोई साहिल टकराए रूप तेरा मस्ताना, प्यार मेरा दीवाना भूल कोई हमसे जाए रोक हमको ज़माना दूर ही रहना, पास आना रोक हमको ज़माना दूर ही रहना, पास आना मगर कोई दिल समझाए? रूप तेरा मस्ताना, प्यार मेरा दीवाना भूल कोई, हमसे ना..."
Kishore Kumar,Rote Hue Aate Hain Sab,"रोते आते ओर, हन्सता हुआ जाएगा मुक़द्दर् का सिकन्दर् जानेमन् कहलाएगा तुम मूर्ख हो, सिकंदर! प्यार् जीते दिलोन् झुका आसमान् सितारोन् कहानी प्यार् की लिख् जाएगा मुक़द्दर् का सिकंदर... ज़िन्दगी बेवफ़ा दिन् थुकराएगी मौत् महबूबा अपने जाएगी दुनिया सिखाने वाली आत्मा नष्ट मुक़द्दर् का सिकंदर... हमने माना ज़माना दर्द् की जागीर् कदम् आन्सुओन् की इक् ज़न्जीर् आए दिन् खुशी गीत् गाता जाएगा मुक़द्दर् का सिकंदर... रोते आते ओर, हसता हुआ जाएगा मुक़द्दर् का सिकन्दर् जानेमन् कहलाएगा रोते आते ओर, हन्सता हुआ जाएगा मुक़द्दर् का सिकन्दर् जानेमन् कहलाएगा तुम मूर्ख हो, सिकंदर! प्यार् जीते दिलोन् झुका आसमान् सितारोन् कहानी प्यार् की लिख् जाएगा मुक़द्दर् का सिकंदर... ज़िन्दगी बेवफ़ा दिन् थुकराएगी मौत् महबूबा अपने जाएगी दुनिया सिखाने वाली आत्मा नष्ट मुक़द्दर् का सिकंदर... हमने माना ज़माना दर्द् की जागीर् कदम् आन्सुओन् की इक् ज़न्जीर् आए दिन् खुशी गीत् गाता जाएगा मुक़द्दर् का सिकंदर... रोते आते ओर, हन्सता हुआ जाएगा मुक़द्दर् का सिकन्दर् जानेमन् कहलाएगा"
Kishore Kumar,Chhu Kar Mere Manko,छुकर किया तूने इशारा छुकर किया तूने इशारा बदला मौसम लगे प्यारा जग सारा छुकर किया तूने इशारा बदला मौसम लगे प्यारा जग सारा छुकर किया तूने इशारा कहे जीवन भर लिए मैं गाऊँ लिए मैं गाऊँ गीत बोलों लिखता चला जाऊँ लिखता चला जाऊँ गीतों में ढूंढे जग सारा छुकर किया तूने इशारा बदला मौसम लगे प्यारा जग सारा छुकर किया तूने इशारा आजा तेरा आँचल प्यार मैं भर दूँ प्यार मैं भर दूँ खुशियाँ जहाँ भर की तुझको नज़र दूँ तुझको नज़र दूँ ही मेरा जीवन ही जीने का सहारा छुकर किया तूने इशारा बदला मौसम लगे प्यारा जग सारा छुकर किया तूने इशारा
Kishore Kumar,Ogo Nirupoma,"ओह, सुन्दरी, माफ़ दो। तुम्हें अपनी पत्नी बनाने लिए. मैं अपना नहीं बना सका. मैं कुछ नहीं सका. ओह, सुन्दरी, माफ़ दो। तुम्हें अपनी पत्नी बनाने लिए. मैं अपना नहीं बना सका. मैं कुछ नहीं सका. निराकार! सकता आपके पास बहुत सारी चीजें हों। फिर भी इनमें कुछ भी लिए मूल्यवान नहीं है। सकता आपके पास बहुत सारी चीजें हों। फिर भी इनमें कुछ भी लिए मूल्यवान नहीं है। मेरा मार्ग तुम्हारा मार्ग है. ऐसा लगता कुछ भी नहीं होगा. ऐसा लगता कुछ भी नहीं होगा. निराकार! तुम पेड़ बेल की तरह चिपके हो। मैं समझता हूं फूल खिलने का समय निकट है। तुम पेड़ बेल की तरह चिपके हो। मैं समझता हूं फूल खिलने का समय निकट है। मैंने इतना मधुर भाव कभी नहीं देखा। मैं कभी नहीं भूलूँगा। मैं कभी नहीं भूलूँगा। ओह, सुन्दरी, माफ़ दो। तुम्हें अपनी पत्नी बनाने लिए. मैं अपना नहीं बना सका. मैं कुछ नहीं सका. निराकार!"
Kishore Kumar,Manzilen Apni Jagah Hai,"मंज़िलों आ लुटते हैं दिलों कारवाँ कश्तियाँ साहिल अक्सर डूबती हैं प्यार की मंज़िलें अपनी जगह हैं, रास्ते अपनी जगह मंज़िलें अपनी जगह हैं, रास्ते अपनी जगह जब क़दम ही साथ मुसाफ़िर करे? यूँ हमदर्द भी और हमसफ़र भी मेरा यूँ हमदर्द भी और हमसफ़र भी मेरा बढ़ कोई हाथ दे, दिल भला फिर करे? मंज़िलें अपनी जगह हैं, रास्ते अपनी जगह डूबने तिनके का सहारा ही बहुत दिल बहल जाए फ़क़त इतना इशारा ही बहुत इतने पर भी आसमाँ वाला गिरा बिजलियाँ कोई बतला ज़रा डूबता फिर करे? मंज़िलें अपनी जगह हैं, रास्ते अपनी जगह प्यार करना जुर्म जुर्म हम गया क़ाबिल-ए-माफ़ी हुआ करते नहीं गुनाह तंग-दिल जहाँ और संग-दिल मेरा सनम जोश-ए-जुनूँ और हौसला फिर करे? मंज़िलें अपनी जगह हैं, रास्ते अपनी जगह जब क़दम ही साथ मुसाफ़िर करे? यूँ हमदर्द भी और हमसफ़र भी मेरा बढ़ कोई हाथ दे, दिल भला फिर करे?"
Kishore Kumar,Dil AAj Shayar Hai,"दिल् शयर् दो, घम् नग्म शब् घज़ल् सनम, गैरोन् शेरोन् वह, सुन्ने अकेला, तरफ़् करम.. आके ज़र खतिर्, हम् अनुभव करना, आसोन् धागे सीते भी, ज़खम् रहा, चहत् मेह्फ़िल्, घम् खेल, किस्मत् खेल जुवा, दुनिय जीते तुझ् बाल, युन् खेल् हुव प्यार् साथ, जवब् प्यार् साथ, जवब् ज़र्र थय् लौ जल्कर्, बन् आफ़्ताब् ज़िन्द वफ़ हुम्हि मेह्फ़िल् जवान् रो रो दुनिय धुन्धेगि निशान् प्यार् खिलौन दो, खरिद् प्यार् खिलौन दो, खरिद् ज़िन्दगि भर् तदप् यह, फिर् आन करिब् मुसफ़िर् दोन्, सफ़र् को, गुज़र् जयेन्गे लगय दाव् हुम्ने, जीत्कर् आयेन्गे जीत्कर् आयेन्गे जीत्कर् आयेन्गे नमस्ते..."
Kumar Sanu,Do Dil Mil Rahe Hai,"गुपचुप-गुपचुप, चुप-चुप गुपचुप-गुपचुप, चुप-चुप गुपचुप-गुपचुप, चुप-चुप गुपचुप-गुपचुप, चुप-चुप दिल मिल हैं दिल मिल हैं, मगर चुपके-चुपके दिल मिल हैं, मगर चुपके-चुपके सबको रही हाँ, सबको रही ख़बर चुपके-चुपके हो, दिल मिल हैं, मगर चुपके-चुपके साँसों में बढ़ी बेक़रारी आँखों में कई रत जगे कभी कहीं लग जाए दिल कहीं फिर दिल लगे अपना दिल मैं ज़रा थाम लूँ जादू का मैं नाम दूँ जादू जादू असर चुपके-चुपके दिल मिल हैं, मगर चुपके-चुपके भोले बनकर हैं बैठे, कोई बात नहीं सब कुछ नज़र आ है, दिन ये, रात नहीं है, कुछ भी नहीं अगर? होंठों खामोशी मगर बातें रही है... बातें रही नज़र चुपके-चुपके दिल मिल हैं, मगर चुपके-चुपके कहीं आग लगने पहले उठता ऐसा धुआँ जैसा इधर का नज़ारा, ओ, वैसा ही उधर का समाँ दिल में कैसी कसक जगी? दोनों जानिब, बराबर लगी इधर से... इधर उधर चुपके-चुपके दिल मिल हैं, मगर चुपके-चुपके सबको रही है... हाँ, सबको रही ख़बर चुपके-चुपके हो, दिल मिल हैं, मगर चुपके-चुपके गुपचुप-गुपचुप, चुप-चुप गुपचुप-गुपचुप, चुप-चुप मगर चुपके-चुपके, मगर चुपके-चुपके चुपके-चुपके, चुपके-चुपके"
Kumar Sanu,Ae Kash Ke Hum,ऐ काश हम होश में अब आने पाएं ऐ काश हम होश में अब आने पाएं बस नगमें प्यार गाते ही जाएँ ऐ काश हम होश में अब आने पाएं ऐ काश हम होश में अब आने पाएं खिलती महकती जुल्फों की शाम हँसते खनकते होठों जाम खिलती महकती जुल्फों की शाम हँसते खनकते होठों जाम आ झूम साज़ उठाएं बस नगमें प्यार गाते ही जाएँ ऐ काश हम होश में अब आने पाएं बस नगमें प्यार गाते ही जाएँ ऐ काश हम होश में अब आने पाएं बस अगर तुम हमारे सनम हम सितारों दें कदम बस अगर तुम हमारे सनम हम सितारों दें कदम सारा जहाँ भूल जाएँ बस नगमें प्यार गाते ही जाएं ऐ काश हम होश में अब आने पाएं ऐ काश हम होश में अब आने पाएं बस नगमें प्यार गाते ही जाएँ ऐ काश हम होश में अब आने पाएं ऐ काश हम होश में अब आने पाएं
Kumar Sanu,Tera mera pyar,"पहला, पहला प्यार तेरा-मेरा, सुंदर पहली मुलाक़ात है, पहली मुलाक़ात रही हैं आँखे, रही हैं बातें जागी भी सारी रात है, जागी भी सारी रात पहला, हाए, पहला तेरा-मेरा प्यार दिल चला जब ज़ोर कोई दिल चला जब ज़ोर कोई पास आ गई हाए, मैं पास आ गया प्यासी तेरी साँसे, प्यासी मेरी साँसे उसपे बरसात है, उसपे बरसात पहला, हाए, पहला तेरा-मेरा प्यार कब हम-तुम तन्हा, अकेले कब हम-तुम तन्हा, अकेले आज चैन मिल गया आज चैन मिल गया बाँहों में मेरी तुम, बाँहों में तेरी हम और जवाँ रात है, और जवाँ रात पहला, हाए, पहला तेरा-मेरा प्यार रुक गई हैं तेरी-मेरी राहें रुक गई हैं तेरी-मेरी राहें हम साथ आ गए हाए, मंज़िल पास आ गए आए कहाँ दोनों, जाएँगे कहाँ दोनों अब याद है, अब याद पहला, हाए, पहला तेरा-मेरा प्यार पहला पहला प्यार तेरा-मेरा, सुंदर पहली मुलाक़ात है, पहली मुलाक़ात रही हैं आँखे, रही हैं बातें जागी भी सारी रात है, जागी भी सारी रात पहला, हाए, पहला तेरा-मेरा प्यार हाए, पहला तेरा-मेरा प्यार हाए, पहला तेरा-मेरा प्यार"
Kumar Sanu,Dard Karaara,"खुद ज़्यद तुम्पे ऐत्बार् गुनाह् जान् प्रेम् भश लिख्त हून् रोज़् ज़र प्रेम् भश लिख्त हून् रोज़् ज़र कोरे कोरे कागज् जिन्पे बेकस् लिख्त हून् खुलस तुम्से मिले दिल् उथ दर्द् करार जीने लग इश्क़् मार तुम्से मिले दिल् उथ दर्द् करार जीने लग इश्क़् मार प्रेम् भश लिख्ति हून् रोज़् ज़र प्रेम् भश लिख्ति हून् रोज़् ज़र कोरे कोरे कागज् जिन्पे बेकस् लिख्त हून् खुलस तुम्से मिले दिल् उथ दर्द् करर जीने लग इश्क़् मार तुम्से मिले दिल् उथ दर्द् करर जीने लग इश्क़् मार धूप् बर्सातोन् धार जेब् खालि, प्यार् सिक्को आओ लेइन् गुज़ार आइने पूच रूप् सन्वार नघ्मोन् लब् चन्द् चम्कील सितार सम्भल् लेइन् बच्कर् लेइन् दिल् धीथ् अवार तुम्से मिले दिल् उथ दर्द् करर जीने लग इश्क़् मार तुम्से मिले दिल् उथ दर्द् करर जीने लग इश्क़् मार"
Kumar Sanu,Anandaloke Mangalaloke,"सुन्दर और सुन्दर, आनंदमय सुन्दर और सुन्दर, आनंदमय आपकी महिमा विशाल आकाश में प्रकट होती है। आपकी महिमा विशाल आकाश में प्रकट होती है। दुनिया चरणों में, रत्नों घिरा हुआ सुन्दर और सुन्दर, आनंदमय चन्द्रातापना ग्रह तीव्र गति घूम है। चन्द्रतापना ग्रह तीव्र गति घूम है। पीना, नहाना, अक्षय किरणों में सुन्दर और सुन्दर, आनंदमय तुम दिल में खामोश रहती हो, माँ। तुम दिल में खामोश रहती हो, माँ। आप चुप रहें. धरती झरना गिरने बाद, मोहन मधु शोभा धरती झरना गिरने बाद, मोहन मधु शोभा बगीचे में फूलों की पंखुड़ियों की खुशबू बहुत सुन्दर है। सुन्दर और सुन्दर, आनंदमय सुन्दर और सुन्दर, आनंदमय सत्यसुंदर सत्यसुंदर"
Kumar Sanu,Dil Ki Tanhai Ko,"तारों में चमक, फूलों में रंगत रहेगी अरे, कुछ भी रहेगा, अगर मोहब्बत रहेगी हो, दिल की तनहाई को... दिल की तनहाई आवाज़ बना लेते हैं दर्द जब हद गुज़रता गा लेते हैं दर्द जब हद गुज़रता गा लेते हैं दिल की तनहाई आवाज़ बना लेते हैं दर्द जब हद गुज़रता गा लेते हैं दर्द जब हद गुज़रता गा लेते हैं हाँ, गा लेते हैं, हाँ, गा लेते हैं आप शहर में हम लेके वफ़ा आए मुफ़्लिसी में भी अमीरी की अदा लाए मुफ़्लिसी में भी अमीरी की अदा लाए हो, भी भाता है... भी भाता है, अपना बना लेते हैं दर्द जब हद गुज़रता गा लेते हैं दर्द जब हद गुज़रता गा लेते हैं हाँ, गा लेते हैं, हाँ, गा लेते हैं हाए, हमें यूँ ना, ऐसा बदनाम जाए मुमकिन है, इसी का कल मोहब्बत नाम जाए हुस्न वालों में मशहूर आदत अपनी हर किसी कहाँ मिलती तबीयत अपनी हर किसी कहाँ मिलती तबीयत अपनी हो, प्यार मिलता है... प्यार मिलता जहाँ, झुका लेते हैं दर्द जब हद गुज़रता गा लेते हैं दर्द जब हद गुज़रता गा लेते हैं हाँ, गा लेते हैं, हाँ, गा लेते हैं दिल की तनहाई आवाज़ बना लेते हैं दर्द जब हद गुज़रता गा लेते हैं"
Kumar Sanu,Tu Meri Zindagi Hai Song Lyrics,"ल्य्रिच्स्तु ज़िन्दगि दो… खुशि दो… ज़िन्दगि दो, खुशि प्यार्, चाहत्, आशिक़ुइ ज़िन्दगि दो, खुशि मोहब्बत् एह्सास् मोहब्बत् एह्सास् बुझ्के बुझ् पायि, प्यास् ख्वैश्, आखरि ज़िन्दगि दो, खुशि ज़ख्म् दिल् दिल् दुआ ज़ख्म् दिल् दिल् दुआ खुशिय तुझे, घम् मुझ्को खुद तुझ्को भुल पाय, बेबसि ज़िन्दगि दो, खुशि गीत स्रोत: कुमार सानू लाइवकम कम टिकट प्राप्त करें"
Kumar Sanu,Aankh Mare,"आँख मारे, लड़का आँख मारे आँख मारे, लड़का आँख मारे सिटी बजाये, सताए सिटी बजाय बिच सड़क हाय नाम मेरा पुकारे करके इशारे लड़का आँख मारे आँख मारे, लड़की आँख मारे आँख मारे, लड़की आँख मारे दिल धड़काये, पटाये दिल धड़काये बिच सड़क में नखरे दिखाए करके इशारे लड़की आँख मारे आँख मारे, लड़का आँख मारे आँख मारे, लड़की आँख मारे आगे आगे भागूँ मैं, पीछे पीछे कुछ देखे, कुछ सोचे आँख मीचे आये, हमें माजा आ जाए गाड़ी निचे प-प-पागल स-स-स-सगाई दी-दी-दी-दी-दी-दी-दीवाना बता मैं किसका दीवाना सुन जरा सारा जमाना दिल धड़काये, पटाये दिल धड़काये बिच सड़क में नखरे दिखाए करके इशारे लड़की आँख मारे आँख मारे, लड़का आँख मारे आँख मारे, लड़की आँख मारे मैं इम्पोर्तेद् आशिक़ हूँ लोवे जाने लोन्दोन् अमरीका तक कितने दीवाने मैं तुम्हारे लिए भारत आया हूँ प्रिये या डी-डी-प्रिय निकट आना कोई डर नहीं होगा आ हेय् अंग्रेज़ी बाबू ऐसा हाँ मुझपे चलेगा तेरा जादू सिटी बजाये, सताए सिटी बजाये बिच सड़क हाय नाम मेरा पुकारे करके इशारे लड़का आँख मारे आँख मारे, लड़का आँख मारे आँख मारे, लड़की आँख मारे दिल धड़काये, पटाये दिल धड़काये बिच सड़क में नखरे दिखाए करके इशारे लड़की आँख मारे आँख मारे, लड़का आँख मारे आँख मारे, लड़की आँख मारे"
Kumar Sanu,Ek Ladki Ko Dekha,"हो, एक लड़की देखा ऐसा लगा एक लड़की देखा ऐसा लगा खिलता गुलाब, शायर का ख़ाब उजली किरण, में हिरण चाँदनी रात, नरमी की बात मंदिर में एक जलता ओ, एक लड़की देखा ऐसा लगा हो, एक लड़की देखा ऐसा लगा एक लड़की देखा ऐसा लगा सुबह का रूप, सर्दी की धूप बीना की तान, रंगों की जान बलखाए बेल, लहरों का खेल खुशबू लिए आई ठंडी हवा ओ, एक लड़की देखा ऐसा लगा हो, एक लड़की देखा ऐसा लगा एक लड़की देखा ऐसा लगा नाचता मोर, रेशम की डोर परियों का राग, संदल की आग १६ सिंगार, रस की फुहार आहिस्ता-आहिस्ता बढ़ता नशा एक लड़की देखा ऐसा लगा एक लड़की देखा ऐसा लगा"
Kumar Sanu,Jaam Woh Hai Jo Bhar Ke,"जाम भर छलकता है, छलकता जाम भर छलकता है, छलकता प्यार आँखों झलकता है, झलकता जाम भर छलकता है, छलकता प्यार आँखों झलकता है, झलकता जाम भर छलकता है, छलकता लहरों कभी छुपा पाएगा समंदर लहरों कभी छुपा पाएगा समंदर रोशनी कभी छुपेगी शमा अंदर रोशनी कभी छुपेगी शमा अंदर चेहरा ख़ामोश आईने में उतर जाएगा रंग ख़ुशबू का हवाओं में बिखर जाएगा हो, बिखर जाएगा फूल खिल महकता है, महकता फूल खिल महकता है, महकता प्यार आँखों झलकता है, झलकता जाम भर छलकता है, छलकता प्यार की, चाहत की नई रोशनी दिखाने प्यार की, चाहत की नई रोशनी दिखाने आया हूँ दिलों मैं नफ़रतें मिटाने आया हूँ दिलों मैं नफ़रतें मिटाने सारी दुनिया हम दोस्ती निभाएँगे प्यार का गीत सारी उम्र गुनगुनाएँगे हो, गुनगुनाएँगे साज़ नग़्मों खनकता है, खनकता साज़ नग़्मों खनकता है, खनकता प्यार आँखों झलकता है, झलकता जाम भर छलकता है, छलकता प्यार आँखों झलकता है, झलकता जाम भर छलकता है, छलकता"
